sample_idx,Canonical_smiles,mz,intensity,importance,abs_importance
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.14005039632320404,0.13099999725818634,0.0,0.0
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.14104560017585754,0.17299999296665192,0.0,0.0
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.14206600189208984,0.5569999814033508,0.0,0.0
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.14305000007152557,0.017999999225139618,0.0,0.0
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.1660660058259964,0.028999999165534973,0.0,0.0
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.16804519295692444,0.0430000014603138,-5.960464477539063e-08,5.960464477539063e-08
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.2400812953710556,0.06499999761581421,0.0,0.0
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.24209719896316528,0.01899999938905239,-5.960464477539063e-08,5.960464477539063e-08
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.25408440828323364,0.14800000190734863,5.960464477539063e-08,5.960464477539063e-08
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.25509220361709595,0.035999998450279236,-5.960464477539063e-08,5.960464477539063e-08
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.2670922875404358,0.01899999938905239,5.960464477539063e-08,5.960464477539063e-08
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.26807621121406555,0.014000000432133675,0.0,0.0
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.2810715138912201,0.028999999165534973,-5.960464477539063e-08,5.960464477539063e-08
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.28207919001579285,0.18000000715255737,0.0,0.0
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.28308698534965515,0.26600000262260437,-5.960464477539063e-08,5.960464477539063e-08
8,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.10203470289707184,0.017000000923871994,-5.960464477539063e-08,5.960464477539063e-08
8,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.11403480172157288,0.08500000089406967,0.0,0.0
8,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.11504250019788742,0.03500000014901161,-1.1920928955078125e-07,1.1920928955078125e-07
8,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.11505509912967682,0.03799999877810478,-5.960464477539063e-08,5.960464477539063e-08
8,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.11605039983987808,1.0,-5.960464477539063e-08,5.960464477539063e-08
8,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.128050297498703,0.03400000184774399,0.0,0.0
8,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.1300659030675888,0.052000001072883606,0.0,0.0
8,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.14005039632320404,0.23499999940395355,-5.960464477539063e-08,5.960464477539063e-08
8,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.14104560017585754,0.25699999928474426,-1.1920928955078125e-07,1.1920928955078125e-07
8,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.14206600189208984,0.4519999921321869,0.0,0.0
8,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.14304980635643005,0.01600000075995922,0.0,0.0
8,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.16606579720973969,0.03700000047683716,0.0,0.0
8,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.16804510354995728,0.03500000014901161,0.0,0.0
8,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.24008120596408844,0.050999999046325684,1.1920928955078125e-07,1.1920928955078125e-07
8,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.2540842890739441,0.16899999976158142,0.0,0.0
8,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.2550921142101288,0.010999999940395355,5.960464477539063e-08,5.960464477539063e-08
8,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.2810710072517395,0.0430000014603138,5.960464477539063e-08,5.960464477539063e-08
8,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.2820790112018585,0.12300000339746475,5.960464477539063e-08,5.960464477539063e-08
8,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.28308719396591187,0.07500000298023224,1.1920928955078125e-07,1.1920928955078125e-07
9,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.06501460075378418,0.013000000268220901,0.0,0.0
9,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.11403480172157288,0.1509999930858612,0.0,0.0
9,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.11504240334033966,0.017000000923871994,-1.1920928955078125e-07,1.1920928955078125e-07
9,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.11505500227212906,0.05700000002980232,0.0,0.0
9,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.11605039983987808,1.0,0.0,0.0
9,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.13006579875946045,0.035999998450279236,-5.960464477539063e-08,5.960464477539063e-08
9,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.14005039632320404,0.37700000405311584,0.0,0.0
9,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.14104560017585754,0.3610000014305115,0.0,0.0
9,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.14206600189208984,0.3630000054836273,-5.960464477539063e-08,5.960464477539063e-08
9,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.16606579720973969,0.04600000008940697,0.0,0.0
9,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.24008099734783173,0.020999999716877937,1.1920928955078125e-07,1.1920928955078125e-07
9,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.2540844976902008,0.12200000137090683,1.1920928955078125e-07,1.1920928955078125e-07
9,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.28107118606567383,0.04399999976158142,5.960464477539063e-08,5.960464477539063e-08
9,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.28207889199256897,0.04699999839067459,2.384185791015625e-07,2.384185791015625e-07
