ID,IUPAC_Name,SMILES,Formula,CAS,CID,Identification_Confidence,Plasma_Detection_Number,Plasma_Detection_Rate,Seafood_Detection_Number,Seafood_Detection_Rate,PBT_Detection_Rate>0.5,PBT_QSAR,PBT_Prob_GAT,PBT_Pred_GAT,PBT_Prob_CNN2D,PBT_Pred_CNN2D,PBT_Label,First_PBT_Identification,First_Environmental_and_Human_Detection,Tanimoto_Match_Source,Max_Tanimoto_Similarity,Tanimoto_Match>0.6,Pollutant_Type,SMILES_clean
164,"2-[[5-(3-chloro-4-methoxyphenyl)sulfonyl-4-oxo-1,3-diazinan-2-yl]sulfanyl]-N-(4-fluorophenyl)acetamide",COc1ccc(S(=O)(=O)C2CNC(SCC(=O)Nc3ccc(F)cc3)NC2=O)cc1Cl,C19H19ClFN3O5S2,,73452917,level 2b,2,0.0103,0,0,0,0,0.000177928,0,0.16130175,0,0,0,1,Norman_Human metabolites.csv,0.35,0,Transformation and metabolic products,COc1ccc(S(=O)(=O)C2CNC(SCC(=O)Nc3ccc(F)cc3)NC2=O)cc1Cl
165,"2-[amino-[(Z)-[amino-[2-[4-(3-chloro-4-methylphenyl)piperazin-1-yl]-1,3-thiazol-5-yl]methylidene]amino]amino]acetic acid",Cc1ccc(N2CCN(c3ncc(/C(N)=N/N(N)CC(=O)O)s3)CC2)cc1Cl,C17H22ClN7O2S,,144041358,level 2b,1,0.0052,0,0,0,0,4.4089475e-06,0,0.4070481,0,1,0,1,Industrial_chemical.csv,0.3382352941176471,0,Industry and consumer goods,Cc1ccc(N2CCN(c3ncc(/C(N)=N/N(N)CC(=O)O)s3)CC2)cc1Cl
166,"6-[2-chloro-4-(3-methylpyrazin-2-yl)phenyl]-2-methylsulfinyl-8-(pyridin-3-ylmethyl)pyrido[2,3-d]pyrimidin-7-one",Cc1nccnc1-c1ccc(-c2cc3cnc(S(C)=O)nc3n(Cc3cccnc3)c2=O)c(Cl)c1,C25H19ClN6O2S,,89551457,level 2b,72,0.3711,122,0.8652,1,1,0.26146975,0,0.016987473,0,1,0,1,Industrial_chemical.csv,0.3037974683544304,0,Industry and consumer goods,Cc1nccnc1-c1ccc(-c2cc3cnc(S(C)=O)nc3n(Cc3cccnc3)c2=O)c(Cl)c1
167,3-[2-[3-[2-chloro-4-[(hydrazinylsulfanylamino)methyl]phenyl]phenyl]-5-fluoro-1H-indol-3-yl]thiophene-2-carbonitrile,N#Cc1sccc1-c1c(-c2cccc(-c3ccc(CNSNN)cc3Cl)c2)[nH]c2ccc(F)cc12,C26H19ClFN5S2,,169889539,level 2b,1,0.0052,0,0,0,1,0.0484214,0,0.4505268,0,1,0,1,Industrial_chemical.csv;Norman_Drinking water chemicals.csv;Norman_Human metabolites.csv,0.2368421052631578,0,Food and other consumption,N#Cc1sccc1-c1c(-c2cccc(-c3ccc(CNSNN)cc3Cl)c2)[nH]c2ccc(F)cc12
168,"4-[[4-[(E)-[[2-(2,4-dichlorophenoxy)acetyl]hydrazinylidene]methyl]-2,6-diiodophenoxy]methyl]benzoic acid",O=C(COc1ccc(Cl)cc1Cl)N/N=C/c1cc(I)c(OCc2ccc(C(=O)O)cc2)c(I)c1,C23H16Cl2I2N2O5,,126003284,level 2b,71,0.366,0,0,0,1,0.8198091,1,0.99551314,1,0,0,1,Industrial_chemical.csv;Norman_Drinking water chemicals.csv;Norman_Human neurotoxins.csv;Norman_Plant protection products.csv,0.4067796610169492,0,Pesticides,O=C(COc1ccc(Cl)cc1Cl)N/N=C/c1cc(I)c(OCc2ccc(C(=O)O)cc2)c(I)c1
169,"(2S,3S,4S,5R,6S)-6-[2-[2,6-dichloro-3-(hydroxymethyl)anilino]benzoyl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",O=C(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1Nc1c(Cl)ccc(CO)c1Cl,C20H19Cl2NO9,,171114859,level 2b,2,0.0103,0,0,0,0,0.008732958,0,0.00012065,0,1,0,1,Norman_Natural toxins.csv;Norman_Human metabolites.csv,0.640625,1,Transformation and metabolic products,O=C(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1Nc1c(Cl)ccc(CO)c1Cl
170,N-[4-[4-[[4-chloro-3-(trifluoromethyl)phenyl]carbamoylamino]-3-fluorophenoxy]-2-pyridinyl]formamide,O=CNc1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,C20H13ClF4N4O3,,175081738,level 2b,1,0.0052,0,0,0,1,0.9868883,1,0.70608354,1,1,0,1,Norman_Pharmaceuticals.csv,0.7014925373134329,1,Pharmaceuticals,O=CNc1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
357,"ethyl 2-[(15S,18S)-12-chloro-13,20-difluoro-15-[5-[2-(3-fluoroazetidin-1-yl)ethyl]-2-oxo-4-(trifluoromethyl)-1-pyridinyl]-3,21-dimethyl-16-oxo-8-oxa-17-azatetracyclo[17.3.1.110,14.02,7]tetracosa-1(23),2,4,6,10(24),11,13,19,21-nonaen-18-yl]acetate",CCOC(=O)C[C@@H]1NC(=O)[C@@H](n2cc(CCN3CC(F)C3)c(C(F)(F)F)cc2=O)c2cc(cc(Cl)c2F)COc2cccc(C)c2-c2cc(C)c(F)c1c2,C39H36ClF6N3O5,,171826326,level 3,1,0.0052,97,0.6879,1,1,0.94046557,1,0.008623195,0,1,0,1,Industrial_chemical.csv,0.2604166666666667,0,Industry and consumer goods,CCOC(=O)C[C@@H]1NC(=O)[C@@H](n2cc(CCN3CC(F)C3)c(C(F)(F)F)cc2=O)c2cc(cc(Cl)c2F)COc2cccc(C)c2-c2cc(C)c(F)c1c2
467,"2,6-dibromo-4-[3,5-dibromo-4-(1,4-dibromobutoxy)phenyl]sulfonylphenol",O=S(=O)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(OC(Br)CCCBr)c(Br)c1,C16H12Br6O4S,,4151132,level 3,193,0.9948,69,0.4894,1,1,0.99049383,1,0.9992222,1,1,0,1,Industrial_chemical.csv;Norman_Plastic additives.csv;Norman_Human metabolites.csv;Norman_Industrial chemicals.csv,0.5277777777777778,0,Industry and consumer goods,O=S(=O)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(OC(Br)CCCBr)c(Br)c1
472,"[3-[2-methyl-1-(2,2,2-trichloroacetyl)oxypropan-2-yl]-4-(2,2,2-trichloroacetyl)oxyphenyl]methanesulfonic acid",CC(C)(COC(=O)C(Cl)(Cl)Cl)c1cc(CS(=O)(=O)O)ccc1OC(=O)C(Cl)(Cl)Cl,C15H14Cl6O7S,,54113370,level 3,8,0.0412,0,0,0,0,0.96340454,1,0.91634566,1,1,0,1,Industrial_chemical.csv;Norman_Drinking water chemicals.csv;Norman_Human metabolites.csv,0.3333333333333333,0,Food and other consumption,CC(C)(COC(=O)C(Cl)(Cl)Cl)c1cc(CS(=O)(=O)O)ccc1OC(=O)C(Cl)(Cl)Cl
473,"4-[[(3aR,5aR,5bR,7aR,9S,11aR,11bR,13aS)-3a-[5-[1-(4-chlorophenyl)cyclopropyl]-1,3,4-oxadiazol-2-yl]-5a,5b,8,8,11a-pentamethyl-2-oxo-1-propan-2-yl-4,5,6,7,7a,9,10,11,11b,12,13,13a-dodecahydro-3H-cyclopenta[a]chrysen-9-yl]oxy]-2,2-dimethyl-4-oxobutanoic acid",CC(C)C1=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(c2nnc(C3(c4ccc(Cl)cc4)CC3)o2)CC1=O,C46H61ClN2O6,,71679553,level 3,141,0.7268,0,0,1,1,0.67064035,1,0.69314915,1,1,0,1,Norman_Pharmaceuticals.csv,0.4285714285714285,0,Pharmaceuticals,CC(C)C1=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(c2nnc(C3(c4ccc(Cl)cc4)CC3)o2)CC1=O
474,"4-[2,2-bis(3-chloro-4-hydroxyphenyl)-1-(3,5-dichloro-4-hydroxyphenyl)propyl]-2,6-dichlorophenol",CC(c1ccc(O)c(Cl)c1)(c1ccc(O)c(Cl)c1)C(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,C27H18Cl6O4,,153971434,level 3,2,0.0103,0,0,0,1,0.99795216,1,0.9970514,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.5757575757575758,0,Industry and consumer goods,CC(c1ccc(O)c(Cl)c1)(c1ccc(O)c(Cl)c1)C(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1
475,"1-bromo-4-chloro-5,6-diiodo-3-methyl-2,5,6-triphenylcyclohexa-1,3-diene",CC1=C(Cl)C(I)(c2ccccc2)C(I)(c2ccccc2)C(Br)=C1c1ccccc1,C25H18BrClI2,,141392965,level 3,70,0.3608,0,0,0,1,0.98031443,1,0.9995889,1,1,0,1,Norman_Human metabolites.csv,0.3,0,Transformation and metabolic products,CC1=C(Cl)C(I)(c2ccccc2)C(I)(c2ccccc2)C(Br)=C1c1ccccc1
476,"N-[4-(3-chloropentan-3-yl)-6-morpholin-4-yl-1,3,5-triazin-2-yl]-N,N'-bis(1,2,2,6,6-pentamethylpiperidin-4-yl)-N'-pentan-3-ylhexane-1,6-diamine",CCC(CC)N(CCCCCCN(c1nc(N2CCOCC2)nc(C(Cl)(CC)CC)n1)C1CC(C)(C)N(C)C(C)(C)C1)C1CC(C)(C)N(C)C(C)(C)C1,C43H81ClN8O,,67990433,level 3,41,0.2113,33,0.234,0,1,0.03294978,0,0.20280184,0,1,0,1,Industrial_chemical.csv,0.4927536231884058,0,Industry and consumer goods,CCC(CC)N(CCCCCCN(c1nc(N2CCOCC2)nc(C(Cl)(CC)CC)n1)C1CC(C)(C)N(C)C(C)(C)C1)C1CC(C)(C)N(C)C(C)(C)C1
477,"bis[2-(1-hydroxyethoxy)ethyl] 3,4,5,6-tetrabromo-1-(1-hydroxypropyl)cyclohexa-3,5-diene-1,2-dicarboxylate",CCC(O)C1(C(=O)OCCOC(C)O)C(Br)=C(Br)C(Br)=C(Br)C1C(=O)OCCOC(C)O,C19H26Br4O9,,23323922,level 3,31,0.1598,0,0,0,0,0.85804904,1,0.57939553,1,1,0,1,Industrial_chemical.csv,0.2647058823529412,0,Industry and consumer goods,CCC(O)C1(C(=O)OCCOC(C)O)C(Br)=C(Br)C(Br)=C(Br)C1C(=O)OCCOC(C)O
478,chloro-[[[dimethyl(triacontyl)silyl]oxy-dimethylsilyl]oxy-dimethylsilyl]oxy-dimethylsilane,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Cl,C38H85ClO3Si4,,155630633,level 3,135,0.6959,0,0,1,1,0.7038561,1,0.3768285,0,1,0,1,Norman_Human metabolites.csv,0.8076923076923077,1,Transformation and metabolic products,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Cl
479,"(Z)-7-[(1R,2R,3R,5R)-5-chloro-2-[(E,4S)-4-(1-ethylcyclobutyl)-4-hydroxybut-1-enyl]-3-hydroxycyclopentyl]-2-[2-[icosyl(methyl)amino]-2-oxoethyl]hept-5-enoic acid",CCCCCCCCCCCCCCCCCCCCN(C)C(=O)CC(CC/C=C\C[C@@H]1[C@@H](/C=C/C[C@H](O)C2(CC)CCC2)[C@H](O)C[C@H]1Cl)C(=O)O,C45H80ClNO5,,151946959,level 3,164,0.8454,0,0,1,1,9.4980904e-05,0,0.078416325,0,1,0,1,Norman_Human metabolites.csv,0.4117647058823529,0,Transformation and metabolic products,CCCCCCCCCCCCCCCCCCCCN(C)C(=O)CC(CC/C=C\C[C@@H]1[C@@H](/C=C/C[C@H](O)C2(CC)CCC2)[C@H](O)C[C@H]1Cl)C(=O)O
480,"5,6-bis(hydroperoxymethyl)-1-octyl-2-(tribromomethylsulfonyl)benzimidazole",CCCCCCCCn1c(S(=O)(=O)C(Br)(Br)Br)nc2cc(COO)c(COO)cc21,C18H25Br3N2O6S,,22945045,level 3,8,0.0412,0,0,0,1,0.70867705,1,0.9637161,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.390625,0,Industry and consumer goods,CCCCCCCCn1c(S(=O)(=O)C(Br)(Br)Br)nc2cc(COO)c(COO)cc21
481,"ethyl 8-[(2,4-dibromophenyl)sulfamoyl]-1,4-dioxaspiro[4.5]dec-6-ene-7-carboxylate",CCOC(=O)C1=CC2(CCC1S(=O)(=O)Nc1ccc(Br)cc1Br)OCCO2,C17H19Br2NO6S,,57871046,level 3,8,0.0412,0,0,0,0,0.9574782,1,0.9588767,1,0,0,1,Industrial_chemical.csv;Norman_Pharmaceuticals.csv,0.4324324324324324,0,Pharmaceuticals,CCOC(=O)C1=CC2(CCC1S(=O)(=O)Nc1ccc(Br)cc1Br)OCCO2
482,"(2S,3R)-3-[[2-[[2-[(2-chloroacetyl)amino]-1,3-thiazol-4-yl]methoxyimino]acetyl]amino]-2-(3-ethoxy-3-oxoprop-1-enyl)sulfanyl-4-oxoazetidine-1-sulfonic acid",CCOC(=O)C=CS[C@H]1[C@H](NC(=O)C=NOCc2csc(NC(=O)CCl)n2)C(=O)N1S(=O)(=O)O,C16H18ClN5O9S3,,57065996,level 3,41,0.2113,0,0,0,0,3.9493254e-05,0,0.00012994,0,1,0,1,Industrial_chemical.csv,0.3186813186813186,0,Industry and consumer goods,CCOC(=O)C=CS[C@H]1[C@H](NC(=O)C=NOCc2csc(NC(=O)CCl)n2)C(=O)N1S(=O)(=O)O
483,ethyl 2-[4-[(Z)-[(5-bromo-7-iodo-1-benzofuran-2-carbonyl)hydrazinylidene]methyl]-2-chloro-6-methoxyphenoxy]acetate,CCOC(=O)COc1c(Cl)cc(/C=N\NC(=O)c2cc3cc(Br)cc(I)c3o2)cc1OC,C21H17BrClIN2O6,,126023245,level 3,2,0.0103,0,0,0,1,0.8423796,1,0.958975,1,1,0,1,Norman_Human metabolites.csv,0.323943661971831,0,Transformation and metabolic products,CCOC(=O)COc1c(Cl)cc(/C=N\NC(=O)c2cc3cc(Br)cc(I)c3o2)cc1OC
484,"N-[[2-chloro-4-[5-(3,5-dibromo-4-fluorophenyl)-5-(trifluoromethyl)-4H-1,2-oxazol-3-yl]phenyl]methyl]-2-ethylsulfonylacetamide",CCS(=O)(=O)CC(=O)NCc1ccc(C2=NOC(c3cc(Br)c(F)c(Br)c3)(C(F)(F)F)C2)cc1Cl,C21H17Br2ClF4N2O4S,,140215342,level 3,4,0.0206,0,0,0,1,0.9937777,1,0.9946109,1,1,0,1,Industrial_chemical.csv,0.4578313253012048,0,Industry and consumer goods,CCS(=O)(=O)CC(=O)NCc1ccc(C2=NOC(c3cc(Br)c(F)c(Br)c3)(C(F)(F)F)C2)cc1Cl
485,"2-chloro-5-[[2,2-dichloro-3-(3,5-dibromophenyl)cyclopropanecarbonyl]amino]-N-(4-fluorophenyl)-N-methylbenzamide",CN(C(=O)c1cc(NC(=O)C2C(c3cc(Br)cc(Br)c3)C2(Cl)Cl)ccc1Cl)c1ccc(F)cc1,C24H16Br2Cl3FN2O2,,122618576,level 3,17,0.0876,0,0,0,1,0.9915912,1,0.99908185,1,1,0,1,"Norman_Indoor environment substances.csv;Norman_Biocides.csv;Norman_Food contact chemicals.csv;Norman_Human metabolites.csv;Industrial_chemical.csv;Norman_Drinking water chemicals.csv;Norman_Persistent, mobile and toxic substances.csv;Norman_Plant protection products.csv;Norman_Plastic additives.csv",0.3114754098360656,0,Pesticides,CN(C(=O)c1cc(NC(=O)C2C(c3cc(Br)cc(Br)c3)C2(Cl)Cl)ccc1Cl)c1ccc(F)cc1
486,"(2E)-3-[3,5-dibromo-4-[[(4Z)-7-bromo-4-methoxyimino-2,8-dioxo-1-oxaspiro[4.5]deca-6,9-dien-9-yl]oxy]phenoxy]-2-methoxyiminopropanoic acid",CO/N=C1/CC(=O)OC12C=C(Br)C(=O)C(Oc1c(Br)cc(OC/C(=N\OC)C(=O)O)cc1Br)=C2,C20H15Br3N2O9,,101743143,level 3,78,0.4021,0,0,0,0,0.79463613,1,0.9972631,1,1,0,1,Norman_Pharmaceuticals.csv,0.2560975609756097,0,Pharmaceuticals,CO/N=C1/CC(=O)OC12C=C(Br)C(=O)C(Oc1c(Br)cc(OC/C(=N\OC)C(=O)O)cc1Br)=C2
487,"methyl 3-[2,5-dichloro-4-[5-[8-chloro-6-(trifluoromethyl)imidazo[1,2-a]pyridin-2-yl]-1,2,4-oxadiazol-3-yl]phenoxy]-2-hydroxy-2-methylpropanoate",COC(=O)C(C)(O)COc1cc(Cl)c(-c2noc(-c3cn4cc(C(F)(F)F)cc(Cl)c4n3)n2)cc1Cl,C21H14Cl3F3N4O5,,46234847,level 3,86,0.4433,0,0,0,1,0.8850219,1,0.86887616,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.2954545454545454,0,Industry and consumer goods,COC(=O)C(C)(O)COc1cc(Cl)c(-c2noc(-c3cn4cc(C(F)(F)F)cc(Cl)c4n3)n2)cc1Cl
488,"dimethyl 1,4,5,7,7-pentachloro-6-(1,2,3,4,5-pentachlorocyclopenta-2,4-dien-1-yl)bicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate",COC(=O)C1=C(C(=O)OC)C2(Cl)C(C3(Cl)C(Cl)=C(Cl)C(Cl)=C3Cl)=C(Cl)C1(Cl)C2(Cl)Cl,C16H6Cl10O4,,90487234,level 3,3,0.0155,0,0,0,1,0.9977484,1,0.999782,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.3846153846153846,0,Industry and consumer goods,COC(=O)C1=C(C(=O)OC)C2(Cl)C(C3(Cl)C(Cl)=C(Cl)C(Cl)=C3Cl)=C(Cl)C1(Cl)C2(Cl)Cl
489,"methyl 2-[4-chloro-3,5-diiodo-2-(2-methoxy-2-oxoethoxy)phenoxy]acetate",COC(=O)COc1cc(I)c(Cl)c(I)c1OCC(=O)OC,C12H11ClI2O6,,12079773,level 3,1,0.0052,0,0,0,0,0.81286275,1,0.58894855,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.525,0,Industry and consumer goods,COC(=O)COc1cc(I)c(Cl)c(I)c1OCC(=O)OC
490,"(5E)-5-[[4-[(4-bromophenyl)methoxy]-3-iodo-5-methoxyphenyl]methylidene]-3-(2-methoxyethyl)-1,3-thiazolidine-2,4-dione",COCCN1C(=O)S/C(=C/c2cc(I)c(OCc3ccc(Br)cc3)c(OC)c2)C1=O,C21H19BrINO5S,,126132591,level 3,20,0.1031,0,0,0,0,0.9258543,1,0.8727876,1,1,0,1,Industrial_chemical.csv,0.3544303797468354,0,Industry and consumer goods,COCCN1C(=O)S/C(=C/c2cc(I)c(OCc3ccc(Br)cc3)c(OC)c2)C1=O
491,"[2-bromo-4-[(E)-[1-(3,4-dichlorophenyl)-2,4,6-trioxo-1,3-diazinan-5-ylidene]methyl]-6-methoxyphenyl] benzenesulfonate",COc1cc(/C=C2\C(=O)NC(=O)N(c3ccc(Cl)c(Cl)c3)C2=O)cc(Br)c1OS(=O)(=O)c1ccccc1,C24H15BrCl2N2O7S,,126073921,level 3,13,0.067,0,0,0,0,0.97934663,1,0.99535394,1,0,0,1,Norman_Human metabolites.csv,0.3414634146341463,0,Transformation and metabolic products,COc1cc(/C=C2\C(=O)NC(=O)N(c3ccc(Cl)c(Cl)c3)C2=O)cc(Br)c1OS(=O)(=O)c1ccccc1
492,[2-iodo-6-methoxy-4-(morpholine-4-carbothioyl)phenyl] 2-chloro-4-nitrobenzoate,COc1cc(C(=S)N2CCOCC2)cc(I)c1OC(=O)c1ccc([N+](=O)[O-])cc1Cl,C19H16ClIN2O6S,,1326239,level 3,123,0.634,0,0,1,0,0.21461374,0,0.29920936,0,1,0,1,Norman_Human metabolites.csv,0.4666666666666667,0,Transformation and metabolic products,COc1cc(C(=S)N2CCOCC2)cc(I)c1OC(=O)c1ccc([N+](=O)[O-])cc1Cl
493,"6-[9-bromo-2-(5-bromothiophen-2-yl)-5,10b-dihydro-1H-pyrazolo[1,5-c][1,3]benzoxazin-5-yl]-2,3-dimethoxybenzoic acid",COc1ccc(C2Oc3ccc(Br)cc3C3CC(c4ccc(Br)s4)=NN32)c(C(=O)O)c1OC,C23H18Br2N2O5S,,3632294,level 3,9,0.0464,0,0,0,0,0.88856155,1,0.9340048,1,1,0,1,Norman_Human metabolites.csv,0.3088235294117647,0,Transformation and metabolic products,COc1ccc(C2Oc3ccc(Br)cc3C3CC(c4ccc(Br)s4)=NN32)c(C(=O)O)c1OC
494,"N-[3-cyano-1-[2,6-dichloro-4-(pentafluoro-lambda6-sulfanyl)phenyl]-5-iodopyrazol-4-yl]-N-(2,2,2-trifluoroethyl)methanesulfonamide",CS(=O)(=O)N(CC(F)(F)F)c1c(C#N)nn(-c2c(Cl)cc(S(F)(F)(F)(F)F)cc2Cl)c1I,C13H7Cl2F8IN4O2S2,,140530568,level 3,96,0.4948,0,0,0,1,0.7037418,1,0.5482854,1,1,0,1,Norman_Natural toxins.csv;Norman_Human metabolites.csv,0.4264705882352941,0,Transformation and metabolic products,CS(=O)(=O)N(CC(F)(F)F)c1c(C#N)nn(-c2c(Cl)cc(S(F)(F)(F)(F)F)cc2Cl)c1I
495,"5-[2,2-bis(methylsulfanyl)ethyl-methylamino]-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(trifluoromethylsulfonyl)pyrazole-3-carbonitrile",CSC(CN(C)c1c(S(=O)(=O)C(F)(F)F)c(C#N)nn1-c1c(Cl)cc(C(F)(F)F)cc1Cl)SC,C17H14Cl2F6N4O2S3,,87145311,level 3,15,0.0773,0,0,0,1,0.02616728,0,0.4183184,0,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv;Norman_Plant protection products.csv,0.6065573770491803,1,Pesticides,CSC(CN(C)c1c(S(=O)(=O)C(F)(F)F)c(C#N)nn1-c1c(Cl)cc(C(F)(F)F)cc1Cl)SC
496,"(10R)-17-chloro-33-fluoro-5,10,13,14,22-pentamethyl-10-(2-morpholin-4-ylethyl)-9,28-dioxa-5,6,12,13,24-pentazaheptacyclo[27.7.1.14,7.011,15.016,21.020,24.030,35]octatriaconta-1(36),4(38),6,11,14,16,18,20,22,29(37),30(35),31,33-tridecaene-23-carboxylic acid",Cc1c(C(=O)O)n2c3ccc(Cl)c(c13)-c1c(nn(C)c1C)[C@@](C)(CCN1CCOCC1)OCc1cc(n(C)n1)CCc1cc(c3ccc(F)cc3c1)OCCC2,C43H48ClFN6O5,,164530192,level 3,4,0.0206,0,0,0,1,0.32942066,0,0.8943291,1,1,0,1,Norman_Human metabolites.csv,0.264,0,Transformation and metabolic products,Cc1c(C(=O)O)n2c3ccc(Cl)c(c13)-c1c(nn(C)c1C)[C@@](C)(CCN1CCOCC1)OCc1cc(n(C)n1)CCc1cc(c3ccc(F)cc3c1)OCCC2
497,"[2,6-dibromo-4-[(Z)-[2-(4-iodo-3-methylphenyl)-5-oxo-1,3-oxazol-4-ylidene]methyl]phenyl] benzoate",Cc1cc(C2=N/C(=C\c3cc(Br)c(OC(=O)c4ccccc4)c(Br)c3)C(=O)O2)ccc1I,C24H14Br2INO4,,19671921,level 3,86,0.4433,0,0,0,1,0.9916389,1,0.9928347,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.4067796610169492,0,Industry and consumer goods,Cc1cc(C2=N/C(=C\c3cc(Br)c(OC(=O)c4ccccc4)c(Br)c3)C(=O)O2)ccc1I
498,"2-chloro-N-[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-diiodophenyl]-3-methylbenzamide",Cc1cccc(C(=O)Nc2c(I)cc(C(F)(C(F)(F)F)C(F)(F)F)cc2I)c1Cl,C17H9ClF7I2NO,,89792486,level 3,87,0.4485,0,0,0,1,0.9867555,1,0.99676776,1,1,0,1,EPA_PFAS.csv,0.6111111111111112,1,Industry and consumer goods,Cc1cccc(C(=O)Nc2c(I)cc(C(F)(C(F)(F)F)C(F)(F)F)cc2I)c1Cl
499,"4,5,6-trichloro-1,2,2-tris(2-chlorophenoxy)-1,3,5-triaza-2lambda5,4,6-triphosphacyclohex-2-ene",Clc1ccccc1ON1P(Cl)N(Cl)P(Cl)N=P1(Oc1ccccc1Cl)Oc1ccccc1Cl,C18H12Cl6N3O3P3,,20139607,level 3,10,0.0515,0,0,0,1,0.9801209,1,0.99856985,1,0,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.3095238095238095,0,Industry and consumer goods,Clc1ccccc1ON1P(Cl)N(Cl)P(Cl)N=P1(Oc1ccccc1Cl)Oc1ccccc1Cl
500,"2-[3-(carboxymethyl)-2-[2,4-dichloro-5-[3-methyl-2,6-dioxo-4-(trifluoromethyl)pyrimidin-1-yl]phenyl]imino-4-oxo-1,3-thiazolidin-5-yl]acetic acid",Cn1c(C(F)(F)F)cc(=O)n(-c2cc(N=C3SC(CC(=O)O)C(=O)N3CC(=O)O)c(Cl)cc2Cl)c1=O,C19H13Cl2F3N4O7S,,88185403,level 3,2,0.0103,0,0,0,0,0.001581022,0,0.00727229,0,1,0,1,Industrial_chemical.csv,0.3950617283950617,0,Industry and consumer goods,Cn1c(C(F)(F)F)cc(=O)n(-c2cc(N=C3SC(CC(=O)O)C(=O)N3CC(=O)O)c(Cl)cc2Cl)c1=O
501,"N-[2-(2-bromo-5-iodophenyl)-1,3-benzoxazol-5-yl]-2-(2,4-dichlorophenoxy)acetamide",O=C(COc1ccc(Cl)cc1Cl)Nc1ccc2oc(-c3cc(I)ccc3Br)nc2c1,C21H12BrCl2IN2O3,,4491397,level 3,34,0.1753,0,0,0,1,0.98832434,1,0.99960226,1,1,0,1,Norman_Human metabolites.csv,0.3766233766233766,0,Transformation and metabolic products,O=C(COc1ccc(Cl)cc1Cl)Nc1ccc2oc(-c3cc(I)ccc3Br)nc2c1
502,"5-bromo-N-[(E)-[3-bromo-4-[(2,4-dichlorophenyl)methoxy]phenyl]methylideneamino]-2-hydroxybenzamide",O=C(N/N=C/c1ccc(OCc2ccc(Cl)cc2Cl)c(Br)c1)c1cc(Br)ccc1O,C21H14Br2Cl2N2O3,,125877046,level 3,108,0.5567,0,0,1,1,0.9570683,1,0.99515915,1,1,0,1,Norman_Human metabolites.csv,0.4262295081967213,0,Transformation and metabolic products,O=C(N/N=C/c1ccc(OCc2ccc(Cl)cc2Cl)c(Br)c1)c1cc(Br)ccc1O
503,"(12E,24E,36E)-48-bromooctatetraconta-12,24,36-trienoic acid",O=C(O)CCCCCCCCCC/C=C/CCCCCCCCCC/C=C/CCCCCCCCCC/C=C/CCCCCCCCCCCBr,C48H89BrO2,,11803351,level 3,169,0.8711,0,0,1,1,5.792375e-11,0,2.5016661e-05,0,0,0,1,Industrial_chemical.csv,0.782608695652174,1,Industry and consumer goods,O=C(O)CCCCCCCCCC/C=C/CCCCCCCCCC/C=C/CCCCCCCCCC/C=C/CCCCCCCCCCCBr
