SMILES,Pollutant_Type,Shared_Label
O=C(NCCCNC(=O)c1ccc(Br)cc1)C(=O)Nc1cc(Cl)ccc1Oc1cccc(Br)c1,Transformation and metabolic products,0
O=C(N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)NCC1CC(Cl)=NO1)OCc1ccccc1,Industry and consumer goods,0
O=C(Nc1c(Br)ncc(F)c1Br)c1sc(-c2ccc(N3CC[C@@H](F)C3)nc2)nc1F,Pharmaceuticals,0
O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,Personal care products,0
O=C(Oc1c(Br)cc(Br)cc1C=Nn1c(-c2ccc(Br)cc2)nc2ccccc2c1=O)c1ccc(Cl)cc1Cl,Transformation and metabolic products,0
O=C(Oc1c(I)cc(I)cc1I)C(F)(F)C(F)(Br)C(F)(F)Br,Industry and consumer goods,1
O=C1C(=O)N(c2nc3ccc(F)cc3s2)C(c2ccc(Cl)cc2)/C1=C(\O)c1cccnc1,Pesticides,0
O=C1CCC(=O)NC(Cc2ccccc2)CNC(Cc2ccc(Br)cc2)C(=O)NC(Cc2ccco2)C(=O)NC(C(=O)O)Cc2ccc(cc2)N1,Pharmaceuticals,0
O=P([O-])(N(CCCl)CCCl)[N+](CCCl)(CCCl)CCOS(=O)(=O)c1ccc(Br)cc1,Industry and consumer goods,0
O=S(=O)(CCCl)c1ccc2c(c1)Oc1oc3c(SOOO)cc4cc(OOO[O-])ccc4c3[n+]1N2,Industry and consumer goods,0
O=S(=O)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(OC(Br)CCCBr)c(Br)c1,Industry and consumer goods,1
O=S(=O)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(OCC(Br)CBr)c(Br)c1,Industry and consumer goods,1
O=[N+]([O-])c1ccc(C2Oc3c(Br)cc(Br)cc3C3CC(c4ccc(Cl)cc4)=NN32)cc1,Food and other consumption,0
OC[C@H]1OC[C@@H](Oc2nc3nc(-c4ccc(N5CCC5)cc4)c(Cl)cc3[nH]2)[C@@H]1O,Transformation and metabolic products,0
ONC[C@]1(O)CC2=C(c3ccn(C(F)F)n3)[C@H](c3ccc(F)cc3Cl)N=C(c3nccs3)N2C1,Transformation and metabolic products,0
CC(C)(COC(=O)C(Cl)(Cl)Cl)c1cc(CS(=O)(=O)O)ccc1OC(=O)C(Cl)(Cl)Cl,Food and other consumption,0
CC(C)C1=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(c2nnc(C3(c4ccc(Cl)cc4)CC3)o2)CC1=O,Pharmaceuticals,0
CC(c1ccc(O)c(Cl)c1)(c1ccc(O)c(Cl)c1)C(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,Industry and consumer goods,0
CC1=C(Cl)C(I)(c2ccccc2)C(I)(c2ccccc2)C(Br)=C1c1ccccc1,Transformation and metabolic products,0
CCC(CC)N(CCCCCCN(c1nc(N2CCOCC2)nc(C(Cl)(CC)CC)n1)C1CC(C)(C)N(C)C(C)(C)C1)C1CC(C)(C)N(C)C(C)(C)C1,Industry and consumer goods,1
CCC(O)C1(C(=O)OCCOC(C)O)C(Br)=C(Br)C(Br)=C(Br)C1C(=O)OCCOC(C)O,Industry and consumer goods,0
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Cl,Transformation and metabolic products,0
CCCCCCCCCCCCCCCCCCCCN(C)C(=O)CC(CC/C=C\C[C@@H]1[C@@H](/C=C/C[C@H](O)C2(CC)CCC2)[C@H](O)C[C@H]1Cl)C(=O)O,Transformation and metabolic products,0
CCCCCCCCn1c(S(=O)(=O)C(Br)(Br)Br)nc2cc(COO)c(COO)cc21,Industry and consumer goods,0
CCOC(=O)C1=CC2(CCC1S(=O)(=O)Nc1ccc(Br)cc1Br)OCCO2,Pharmaceuticals,0
CCOC(=O)C=CS[C@H]1[C@H](NC(=O)C=NOCc2csc(NC(=O)CCl)n2)C(=O)N1S(=O)(=O)O,Industry and consumer goods,0
CCOC(=O)COc1c(Cl)cc(/C=N\NC(=O)c2cc3cc(Br)cc(I)c3o2)cc1OC,Transformation and metabolic products,0
CCS(=O)(=O)CC(=O)NCc1ccc(C2=NOC(c3cc(Br)c(F)c(Br)c3)(C(F)(F)F)C2)cc1Cl,Industry and consumer goods,0
CN(C(=O)c1cc(NC(=O)C2C(c3cc(Br)cc(Br)c3)C2(Cl)Cl)ccc1Cl)c1ccc(F)cc1,Pesticides,0
CO/N=C1/CC(=O)OC12C=C(Br)C(=O)C(Oc1c(Br)cc(OC/C(=N\OC)C(=O)O)cc1Br)=C2,Pharmaceuticals,0
COC(=O)C(C)(O)COc1cc(Cl)c(-c2noc(-c3cn4cc(C(F)(F)F)cc(Cl)c4n3)n2)cc1Cl,Industry and consumer goods,0
COC(=O)C1=C(C(=O)OC)C2(Cl)C(C3(Cl)C(Cl)=C(Cl)C(Cl)=C3Cl)=C(Cl)C1(Cl)C2(Cl)Cl,Industry and consumer goods,0
COC(=O)COc1cc(I)c(Cl)c(I)c1OCC(=O)OC,Industry and consumer goods,0
COCCN1C(=O)S/C(=C/c2cc(I)c(OCc3ccc(Br)cc3)c(OC)c2)C1=O,Industry and consumer goods,0
COc1cc(/C=C2\C(=O)NC(=O)N(c3ccc(Cl)c(Cl)c3)C2=O)cc(Br)c1OS(=O)(=O)c1ccccc1,Transformation and metabolic products,0
COc1cc(C(=S)N2CCOCC2)cc(I)c1OC(=O)c1ccc([N+](=O)[O-])cc1Cl,Transformation and metabolic products,0
COc1ccc(C2Oc3ccc(Br)cc3C3CC(c4ccc(Br)s4)=NN32)c(C(=O)O)c1OC,Transformation and metabolic products,0
CS(=O)(=O)N(CC(F)(F)F)c1c(C#N)nn(-c2c(Cl)cc(S(F)(F)(F)(F)F)cc2Cl)c1I,Transformation and metabolic products,0
CSC(CN(C)c1c(S(=O)(=O)C(F)(F)F)c(C#N)nn1-c1c(Cl)cc(C(F)(F)F)cc1Cl)SC,Pesticides,0
Cc1c(C(=O)O)n2c3ccc(Cl)c(c13)-c1c(nn(C)c1C)[C@@](C)(CCN1CCOCC1)OCc1cc(n(C)n1)CCc1cc(c3ccc(F)cc3c1)OCCC2,Transformation and metabolic products,0
Cc1cc(C2=N/C(=C\c3cc(Br)c(OC(=O)c4ccccc4)c(Br)c3)C(=O)O2)ccc1I,Industry and consumer goods,0
Cc1cccc(C(=O)Nc2c(I)cc(C(F)(C(F)(F)F)C(F)(F)F)cc2I)c1Cl,Industry and consumer goods,0
Clc1ccccc1ON1P(Cl)N(Cl)P(Cl)N=P1(Oc1ccccc1Cl)Oc1ccccc1Cl,Industry and consumer goods,0
Cn1c(C(F)(F)F)cc(=O)n(-c2cc(N=C3SC(CC(=O)O)C(=O)N3CC(=O)O)c(Cl)cc2Cl)c1=O,Industry and consumer goods,0
O=C(COc1ccc(Cl)cc1Cl)Nc1ccc2oc(-c3cc(I)ccc3Br)nc2c1,Transformation and metabolic products,0
O=C(N/N=C/c1ccc(OCc2ccc(Cl)cc2Cl)c(Br)c1)c1cc(Br)ccc1O,Transformation and metabolic products,0
O=C(O)CCCCCCCCCC/C=C/CCCCCCCCCC/C=C/CCCCCCCCCC/C=C/CCCCCCCCCCCBr,Industry and consumer goods,0
O=C(O)[C@H]1O[C@@H](On2cnc(S(=O)(=O)n3c(CO)c(Br)c4ccc(F)cc43)n2)[C@H](O)[C@@H](O)[C@@H]1O,Pesticides,0
O=C(OCC1CO1)C1=C(C(=O)OCC2CO2)C(Br)C(Br)C(Br)C1Br,Transformation and metabolic products,0
O=C(c1ccccc1Cl)c1cc(Br)ccc1NC(=O)C1CCCN1S(=O)(=O)c1ccc(F)cc1,Industry and consumer goods,0
O=C1NC(=S)N(c2cccc(Cl)c2Cl)C(=O)/C1=C/c1cc(Br)ccc1OCc1ccc(I)cc1,Industry and consumer goods,0
O=CN(F)c1ccc(Sc2ccc(N(F)C=O)cc2SC(Cl)Cl)c(SC(Cl)Cl)c1,Transformation and metabolic products,0
O=S(Br)c1ccc2cc(Br)ccc2c1-c1c(OC(F)(F)F)ccc2cc(Br)ccc12,Industry and consumer goods,0
O=S(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,Industry and consumer goods,0
O=S(O)N(CC(Br)Cc1ccc(OC(F)(F)F)cc1)c1sc2ccccc2c1Br,Industry and consumer goods,0
O=[N+]([O-])c1cc(/C=C/C(=S)NCc2cc(O)c(O)c(O)c2)c(Br)c(Br)c1O,Industry and consumer goods,0
O=c1[nH]c2cc(Br)c(S(=O)(=O)Nc3ccc(OC(F)(F)F)c(Cl)c3)c(Cl)c2o1,Pesticides,0
OC[C@H]1O[C@@H](n2cnc3c(I)c(Cl)c(Cl)c(I)c32)C[C@@H]1O,Pharmaceuticals,0
C#CC(=CC=C(C)CN=C1CCC2=C(C=N1)C=C(c1cc(C)c(C3=CCC(C)=CC=C3)cc1Cl)C(=O)C1C(CC)C21)C1CCCC(CC)CC1,Pharmaceuticals,0
C/C(=C\C(=O)NCc1ccc(Cl)cc1)CC12CCC(C(C)C)=C1C1CC[C@@H]3C4(C)CCC(OC(=O)CCC(C)(C)C(=O)O)C(C)(C)C4CCC3(C)[C@]1(C)CC2,Pharmaceuticals,0
C/C=C1\C(=NC(C)CC)C(Br)=Cc2nc(OCC(C)(CCCC)CCCCCC)nc(N3C4CCC3CN(CCCOC)C4)c21,Transformation and metabolic products,0
C=C(C1CN(c2c(F)cccc2Cl)C(=O)c2ccc(-n3nc(CO[Si](c4ccccc4)(c4ccccc4)C(C)(C)C)n(CC)c3=O)cc21)C(F)(F)F,Transformation and metabolic products,0
C=C(NOCC(=O)N=Nc1c(O)n(CN2CCOCC2)c2ccc(Br)cc12)c1cccs1,Transformation and metabolic products,0
C=CCOC(=O)c1cc2cc(CP(=O)(Cl)N[C@@H](C)C(=O)OCCC)ccc2s1,Industry and consumer goods,0
C=CCOc1c(Br)cc(/C=C2\SC(=O)N(CC(=O)Nc3cc(C(F)(F)F)ccc3OC)C2=O)cc1Br,Transformation and metabolic products,0
C=CCOc1ccc(C(=O)N/N=C/c2cc(Br)cc(Br)c2OCc2ccc(C(=O)O)cc2)cc1OCC,Transformation and metabolic products,0
C=Cc1csc(-c2cc(O[C@H]3C[C@H]4C(=O)N=CCCC/C=C\[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N4C3)c3ccc(OC)c(Cl)c3n2)n1,Pharmaceuticals,0
C=S(C)(=O)N(C)c1ncccc1CCc1nc(Nc2cc(C(=O)O)ccc2C)ncc1Cl,Food and other consumption,0
C=S1NC(=O)c2ccc3c(c2)N(CC(c2ccc(Cl)cc2CCC)CO3)CC2CCC2C(CN2CCN(C3CCC3)CC2)(OC)/C=C/CC(C)C1C,Pharmaceuticals,0
CC(=O)NC1C(Oc2ccc(Cl)cc2C(=O)O)OC(CO)C(Oc2ccc(F)cc2)C1O,Transformation and metabolic products,0
CC(=O)OCC(Cc1cc(C(=O)CP(Cl)(c2ccccc2)(c2ccccc2)c2ccccc2)ccc1OCC(=O)Nc1nc2ccccc2s1)OC(C)=O,Industry and consumer goods,0
CC(=O)O[C@@H]1C(n2nc(C#Cc3ccc(Cl)cc3)nc2C(N)=O)OC(CO)[C@@H]1OC(=O)O,Transformation and metabolic products,0
CC(=O)O[C@@H]1COC(Oc2cc3c(c4ccccc24)[C@H](CCl)CN3C(=O)c2ccc(C(=O)N3CCc4c3cc(O)c3ccccc43)s2)[C@H](OC(C)=O)[C@H]1O,Pharmaceuticals,0
CC(=O)O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C(=O)NCCN5CCN(c6ccccc6Cl)CC5)CC[C@]4(C)CC[C@]23C)C1(C)C,Industry and consumer goods,0
CC(=O)c1ccc(CC(=O)C(=O)NCC(C)(C)CNC(=O)c2ccc(Nc3nc(NC4(c5ccc(Cl)cc5)CC4)nc(OCC(F)(F)F)n3)cc2)cc1,Industry and consumer goods,0
CC(C(=O)Nc1nn(Cc2c(F)cccc2Cl)cc1Cl)n1nc(C(F)F)c(Cl)c1C(F)F,Transformation and metabolic products,0
CC(C)(C)N(CCCO)C(=O)Oc1c(N)cc(F)cc1NC(=S)Nc1ccc(Cl)cc1Cl,Industry and consumer goods,1
CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2cc(C3CCCCC3)cc(N(c3ccc(C(C)(C)C)cc3)c3ccc(C(C)(C)C)cc3)c2Cl)cc1,Transformation and metabolic products,0
CC(C)(C)c1ccc2c(c1)CCN(c1ccccc1COC(=O)CBr)C2=O,Food and other consumption,0
CC(C)(OC(=O)c1cc(OC(=O)C(Br)Br)cc(OC(=O)C(Br)Br)c1)C1CC[NH2+]CC1,Industry and consumer goods,0
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,Personal care products,0
CC(C)CCCC(C)CCCC(C)CCCC(C)CCOCC(COCc1ccccc1)OCCCCCCCCCCCCCCCBr,Personal care products,0
CC(CC(=O)O)N(C(=O)N=S(=O)=O)c1ccc(NC(=O)c2cc3c(Cl)c(Cl)ccc3n2C)cc1,Transformation and metabolic products,0
CC(O)COC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)OCCOCCOCC(C)OCC(C)O,Industry and consumer goods,0
CC1CC(C)CC2(C1)N=C(c1ccc(Cl)c(OCCC(C)(C)C)c1)C(=O)N2C(CCC(C)(C)C)c1ccc(C(=O)NCC2=NNN(C)N2)cc1,Industry and consumer goods,0
CCC(C(=O)Nc1ccc(-c2noc(=O)[nH]2)cc1)n1cc2c(cc1=O)-c1cc(Cl)ccc1CNC2=O,Industry and consumer goods,0
CCC(N)CC(=O)N(C(=O)C(=O)NS(=O)(=O)C(F)(F)F)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)c1ccc(-c2ccc(Cl)cc2)o1)[C@@H](C)CC,Transformation and metabolic products,0
CCC12CCC(=O)C=C1c1c(cc(OCC(=O)OCCN(C)C)c(Cl)c1Cl)C2,Pharmaceuticals,0
CCC1=NN2C(=N)C(=Cc3cc(Cl)c(OCc4ccc([N+](=O)[O-])cc4)c(OC)c3)C(=O)N=C2S1,Industry and consumer goods,0
CCC1Cc2c(C(F)(F)F)nn(CC(=O)NC(Cc3cc(F)cc(F)c3)c3nc(C#CC(C)(C)O)ccc3-c3ccc(Cl)c4c(N)nn(C)c34)c2C1(F)F,Pharmaceuticals,0
CCCCC(Oc1ccc2c(c1)oc(=O)n2-c1ccc(C(F)(F)F)cc1Cl)C(=O)OC,Industry and consumer goods,0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)N[C@@H](CNC(=O)CBr)C(=O)OCCCCCCCCCCC/C=C\CCCCC,Personal care products,0
CCCCCCC1CN=CC(NC(=O)C(C(N)N)C2NCC(Cl)CCC2C2CCCCC2)C1N1CCC(N2CC(F)(F)C2)CC1,Pharmaceuticals,0
CCCCCCCCCCCCCCCCC(Br)C(=O)OC(=O)CN(CCCCCCCCCCCCCCCC)CCNCCN,Transformation and metabolic products,0
CCCCCCCCCCCCCCOC(=O)COCNc1ccc(-c2nc3n(n2)N=C(C(C)(C)C)C3=Nc2cc(Cl)c([O-])c(Cl)c2)cc1,Industry and consumer goods,0
CCCCCCCCCCCC[N+](C)(C)CC(=O)OC(CCCCC)C(O)C(Br)/C=C/CCCCCCCC(=O)OC,Personal care products,0
CCCOC(=O)c1cc(NC(=O)CN2C(=O)S/C(=C/c3ccc(-c4ccc(Cl)cc4Cl)o3)C2=O)ccc1Cl,Pharmaceuticals,0
CCCOc1ccc(Oc2ccc3cc(C(C)NC(C)=O)ccc3n2)cc1Br,Pesticides,0
CCC[C@H](NC(=O)C(NC(=O)c1cc[n+](O)c(Cl)c1)[C@@H](C)CC)C(=O)NC(CN[C@@H](C)C(=O)NC(C(=O)NCC)C(C)C)CC(C)C,Transformation and metabolic products,0
CCCc1cc(Cl)ccc1C1COc2ccc3cc2N(C1)CC1CCC1C(CN1CC(N(C)C)C1)CCCC(C)C(C)S(=O)NC3=O,Pharmaceuticals,0
CCCc1nc2ccc(Br)cc2c(=O)n1N=Cc1c(C)n(Cc2ccc(Br)cc2Br)c2ccccc12,Transformation and metabolic products,0
CCN(CC(O)CO)S(=O)(=O)c1cc(-c2cc(-c3nn(C)c(=NC4CCCCC4)s3)cc(S(=O)(=O)N(CC)CC(O)CO)c2Cl)ccc1Cl,Transformation and metabolic products,0
CCN(CC)C(=O)N(C1CCCCCC1)C1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2)NC2CCC(NC(=O)OC(C)(C)C)CC2)CC1,Industry and consumer goods,0
CCN1CCN(C(=O)NC(C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)OCc2ccccc2)c2cc(OC(C)=O)c(OC(C)=O)cc2Cl)C(=O)C1=O,Pharmaceuticals,0
CCNC(=O)c1cc2c(-c3cc(C(C)=O)ccc3Oc3ccc(Cl)cc3Cl)cn(C)c(=O)c2s1,Pharmaceuticals,0
CCOC(=O)C(CCc1nc(CNS(=O)(=O)c2cc3c(cc2Cl)NC(CCc2ccccc2)NS3)co1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,Pharmaceuticals,0
CCOC(=O)C1=C(C)NC(=S)NC1c1ccc(OC)c(COc2c(Br)cc(Br)cc2Br)c1,Pharmaceuticals,0
CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3cc(Br)cc(OC)c3O)c(=O)n2C1c1cccs1,Transformation and metabolic products,0
CCOC(=O)COc1c(Br)cc(/C=N/Nc2ccc([N+](=O)[O-])cc2)cc1OCC,Industry and consumer goods,0
CCOC(=O)C[C@H](NC(=O)C(c1cc(Br)ccc1F)n1cc(CCN2CC(F)C2)c(C(F)(F)F)cc1=O)c1cc(-c2c(C)cccc2O)sc1C,Pharmaceuticals,0
CCOC(=O)O[C@@H]1S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2C(C(=O)OCC(Cl)(Cl)Cl)=C1C,Transformation and metabolic products,0
CCOC(=O)c1c(Br)c(-c2ccc(Cl)cc2)n(C(Cc2ccccc2)C2=COCO2)c1CBr,Transformation and metabolic products,0
CCOC(=O)c1c(CSc2cccc(O)c2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,Pharmaceuticals,0
CCOC(=O)c1c(SC)c(C(Br)C(Br)C(=O)OCC)n2ccccc12,Industry and consumer goods,0
CCOC(=O)c1cc2c(Br)c(Oc3ccc(O)c(C(=O)c4ccc(F)cc4)c3)c(Br)cc2o1,Industry and consumer goods,0
CC[C@H]([C@@H](NS(=O)(=O)c1ccc(C)cc1)C(Cl)(Cl)Cl)S(=O)(=O)OCc1ccccc1,Industry and consumer goods,0
CC[C@H]1O[C@@H](OC[C@H]2O[C@@H](Br)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H]1C,Industry and consumer goods,0
CN1CC(c2ccc(Cl)c(C(=O)N(COC(=O)OCCCOC(=O)CCC(=O)O)C3(C#N)CC3)c2)=CN1c1n[nH]c(C(F)(F)C(F)(F)F)c1C(F)(F)F,Industry and consumer goods,0
CN1CCc2c(sc3nc(SCC(=O)N4CCOCC4)n(-c4ccc(Cl)cc4)c(=O)c23)C1,Pharmaceuticals,0
CN1c2ccccc2C(NCCS(=O)(=O)CC(=O)O)c2ccc(Cl)cc2S1(O)O,Pharmaceuticals,0
CNC(=O)C1CC(N=[N+]=[N-])C(n2cnc3c(NC(=O)c4cccc(I)c4)nc(Cl)nc32)O1,Pharmaceuticals,0
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(OC(F)(F)F)c3)c(F)c2)ccn1,Pharmaceuticals,0
CNC(=O)c1ccc(CN(Cc2ccco2)C(=O)Cc2csc(-c3ccccc3Cl)n2)cc1,Transformation and metabolic products,0
CNS(=O)(=O)c1cnc2cc(Cl)cc(F)c2c1Nc1cc(Oc2cc(F)cc(F)c2)cc(C(=O)O)c1,Pesticides,0
CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3ccc(Cl)nc3Cl)C(=O)O)cc2)n1,Industry and consumer goods,0
CO/N=C(\COC(C)C(=O)OC)c1ccccc1Oc1ccc(C(F)(F)F)cc1Cl,Transformation and metabolic products,0
COC(=O)C(c1ccccc1Cl)N1CCC(SSC[C@H](N)C(=O)O)/C(=C\C(=O)O)C1,Transformation and metabolic products,0
COC(=O)NCCOC(c1cccc(Cl)c1)c1cc(C(N)=O)cc(C(=O)OC)c1,Industry and consumer goods,0
COC(=O)[C@@H](C)CC(=O)c1cc2c(F)c(OCCC(C)Br)c(OC)cc2s1,Transformation and metabolic products,0
COC(=O)[C@H](CCNC(=O)C(=O)NCCn1cncn1)NC(=O)c1ccc(Nc2nc(NC3(c4ccc(Cl)cc4)CC3)nc(OCC(F)(F)F)n2)cc1,Pesticides,0
COC(=O)[C@H](Cc1ccc(-c2ccc(C#N)cc2)cc1)NC(=O)[C@@H]1Cc2cc3c(cc2CN1C(C)C)OC(c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1)CO3,Industry and consumer goods,0
COC(=O)c1cc(/C=N/N(c2ccc(C)cc2)S(=O)[O-])c(F)c(F)c1Nc1ccc(I)cc1Cl,Pharmaceuticals,0
COC(=O)c1cc2cc(NC(=O)CN(Cc3ccc(Cl)cc3Cl)S(=O)(=O)c3ccc(Br)cc3)ccc2s1,Transformation and metabolic products,0
COC(=O)c1ccc2c3c(Br)cc(C(=O)OC)c4c(C=O)cc(Br)c(c5ccc(C=O)c1c52)c43,Industry and consumer goods,0
COC1CCC2(C)C(CCC3(C)C4CCC5(C(O)c6nnc(-c7ccc(Cl)cc7)n6CCN)CC(=O)C(C(C)C)=C5C4CCC32)C1(C)C,Transformation and metabolic products,0
COCCCN(Cc1ccc(Cl)cc1)C[C@H](O)C12CCC3C(CCC4C3(C)CCC3C(C)(C)C(OC(=O)CC(C)(C)C(=O)O)CCC34C)C1=C(C(C)C)C(=O)C2,Pharmaceuticals,0
COCCNC1CS(=O)c2cc(NC(=O)c3cc([N+](=O)[O-])c(Sc4c(Cl)cncc4Cl)s3)ccc21,Industry and consumer goods,0
COCCOC(=O)ON1CCc2ccccc2C1c1cc(Cl)ccc1OCC(=O)O,Industry and consumer goods,0
CO[C@]1(C)C[C@@H](C)CN(C)CCCN(Cc2cccc(Cl)c2)CCOC(=O)C(C)(C)C(=O)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O,Pharmaceuticals,0
COc1c(Br)cc(Br)cc1C(=O)Nc1ccc(NC(=S)NC(C)=O)cc1,Transformation and metabolic products,0
COc1c(Br)cc(C2(c3cc(Br)c(O)c(Br)c3C)OS(=O)c3ccccc32)c(C)c1Br,Personal care products,0
COc1c(Cl)c(NC(=O)c2csc3c(Nc4ccc(F)c(F)c4F)ncnc23)c(Cl)c(OC)c1Br,Pharmaceuticals,0
COc1cc(/C=C(\Sc2n[nH]c(-c3ccc(Cl)cc3)n2)C(=O)O)cc(Br)c1OCc1ccccc1F,Industry and consumer goods,0
COc1cc(/C=C2/SC(=O)N(CC(=O)Nc3ccc(F)c(F)c3F)C2=O)cc(Br)c1OCc1ccc(Br)cc1,Industry and consumer goods,0
COc1cc(/C=C2/SC(=O)N(CCc3ccccc3)C2=O)cc(Br)c1OCc1ccc(C#N)cc1,Industry and consumer goods,0
COc1cc(/C=C2/SC(=O)N(Cc3cccc(Br)c3)C2=O)cc(I)c1OCc1ccccc1C#N,Industry and consumer goods,0
COc1cc(/C=C2/SC(=S)N(c3ccc(Br)cc3)C2=O)ccc1Oc1ccc(C(F)(F)F)cc1[N+](=O)[O-],Transformation and metabolic products,0
COc1cc(/C=C2\SC(=O)N(Cc3ccccc3)C2=O)cc(Br)c1OCc1ccc(C#N)cc1,Industry and consumer goods,0
COc1cc(/C=N/NC(=O)CNc2n[nH]c(=O)[nH]c2=O)cc(Br)c1OC(C)C,Transformation and metabolic products,0
COc1cc(/C=N\NC(=O)c2cc3cc(Br)cc(Br)c3o2)cc(Cl)c1OCc1ccc(Cl)c(Cl)c1,Transformation and metabolic products,0
COc1cc(CC(=O)Nc2ccc(Cl)c(CN3C(=O)[C@@H](CC(=O)O)O[C@H](c4ccccc4)c4cc(Cl)ccc43)c2)ccc1NC(=O)Nc1ccccc1C,Industry and consumer goods,0
COc1cc(F)c([C@@H]2CN(CCO)C(=O)[C@H]2NC(=O)NC2(c3cc(Cl)cc(Cl)c3)CC2)c(F)c1,Pharmaceuticals,0
COc1cc(Nc2cc(C)nc(Oc3ccc(NC(=O)Nc4ccc(C(=O)O)cc4)cc3Cl)n2)[nH]n1,Pesticides,0
COc1cc(OC)c(NC(=O)Cn2c(=O)n(CC(=O)O)c(=O)c3ccncc32)cc1Cl,Industry and consumer goods,0
COc1cc([C@H](Cc2c(Cl)cncc2Cl)OC(=O)c2ccc(CN(C(=O)O[C@]34CN5CCC3C4C5)c3ccccc3OC)cc2)ccc1OC(F)F,Pharmaceuticals,0
COc1cc2[nH]c(=O)cc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,Pharmaceuticals,0
COc1cc2nccc(Oc3ccc(Cl)cc3F)c2cc1C(=O)NCCN1C(=O)SC(C)C1=O,Pharmaceuticals,0
COc1ccc(/C(C#N)=C/c2cc(Br)cc(Br)c2OCC(=O)O)cc1OC,Industry and consumer goods,0
COc1ccc(C(=O)Nc2ncnc3c2ncn3[C@@H]2O[C@H](COC(=O)CCC(C)=O)[C@@](O)(OP(=O)(O)Oc3ccccc3Cl)[C@H]2OC2CCCO2)cc1,Industry and consumer goods,0
COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@@H](OC=O)[C@H](O)c3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl,Industry and consumer goods,0
COc1ccc(Cl)c2sc(N(Cc3cccnc3)C(=O)c3ccc(NS(=O)(=O)c4ccc(F)cc4)cc3)nc12,Industry and consumer goods,0
COc1ccc(Cl)cc1C(=O)N/C(=C\c1cccc([N+](=O)[O-])c1)C(=O)Nc1cc(Cl)ccc1C,Industry and consumer goods,0
COc1ccc(Cl)cc1C(=O)Oc1ccc(Cl)cc1/C=N/NC(=O)c1ccc(NC(C)=O)cc1,Transformation and metabolic products,0
COc1ccc([C@H](Cc2c(Cl)cncc2Cl)OC(=O)c2ccc(CN(C(=O)O[C@]34CN5CCC3C4C5)c3ccccc3OC(F)F)cc2)cc1OC,Pharmaceuticals,0
COc1ccc([C@H](NC(=O)[C@@H](Cc2cccc(Cl)c2)Oc2cc(Cl)cc(C#N)c2)C(=O)N[C@H](C(=O)C(F)(F)C(=O)NCC(F)(F)F)C(C)C)cc1,Transformation and metabolic products,0
COc1ccc([N+](=O)[O-])cc1N(CC(=O)NCCSCc1c(F)cccc1Cl)S(C)(=O)=O,Industry and consumer goods,0
COc1ccc2c(Nc3c(Cl)cncc3Cl)cc(=O)[nH]c2c1OCCCCC(=O)N[C@@H](CO)C(=O)O,Transformation and metabolic products,0
